Accident_ID,Date,Time,Latitude,Longitude,Severity,Weather,Road_Type,Vehicles_Involved,Casualties,Alcohol_Involved,Crash_Type,Accident_Cause,Hit_and_Run,Intersection_Type,Urban_Rural,Road_Lighting,Speed_Limits,Traffic_Volume,Driver_Age_Group,Driver_Gender,Emergency_Response_Time,Distance_to_Hospital,Injury_Type,Season,Day_Night,Event_Occurrence,Traffic_Camera_Footage,Vehicle_Type,Vehicle_Age,Data_Source_Link
A-0475,08-05-2024,00:24:21,18.62041868,73.82750748,Low,Cloudy,Expressway,2,1,TRUE,Rollover,Road Condition,FALSE,Crosswalk,Urban,Dimly-lit,30,2702,Below 18,Other,58,28,Fatal,Monsoon,Night,FALSE,TRUE,Truck,17,http://trafficdata.pune.example
A-0476,27-05-2024,11:17:11,18.46101928,73.80896257,Low,Stormy,Highway,5,4,FALSE,Side-impact,Road Condition,FALSE,No Intersection,Urban,No lighting,60,4212,40-60,Male,26,14,Minor,Winter,Day,FALSE,TRUE,Bus,3,http://trafficdata.pune.example
A-0477,14-02-2024,23:04:41,18.58147164,73.82710179,Severe,Clear,Local Road,5,4,FALSE,Rear-end,Road Condition,FALSE,Y-junction,Urban,Dimly-lit,30,4000,18-25,Other,50,2,Minor,Monsoon,Night,FALSE,TRUE,Bicycle,10,http://trafficdata.pune.example
A-0478,23-11-2024,11:26:03,18.50837973,73.89924266,Low,Stormy,Intersection,1,1,FALSE,Side-impact,Weather Conditions,FALSE,Roundabout,Urban,Well-lit,60,4820,Below 18,Male,33,3,Fatal,Winter,Day,TRUE,FALSE,Car,11,http://trafficdata.pune.example
A-0479,01-02-2024,12:53:08,18.47328309,73.76324755,Severe,Stormy,Local Road,3,1,TRUE,Head-on,Speeding,FALSE,T-junction,Urban,Dimly-lit,50,1159,Above 60,Male,23,1,Minor,Monsoon,Night,TRUE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-0480,23-08-2024,02:42:46,18.61192322,73.85579176,Severe,Cloudy,Local Road,2,4,FALSE,Rollover,Drunk Driving,FALSE,Y-junction,Urban,Well-lit,60,3393,18-25,Male,33,11,Minor,Summer,Night,FALSE,FALSE,Bicycle,9,http://trafficdata.pune.example
A-0481,21-06-2024,15:58:22,18.54624796,73.89689439,Severe,Clear,Intersection,3,0,FALSE,Head-on,Road Condition,FALSE,T-junction,Urban,Well-lit,100,3934,25-40,Male,40,29,Minor,Monsoon,Day,FALSE,FALSE,Bicycle,3,http://trafficdata.pune.example
A-0482,18-09-2024,02:06:12,18.6305644,73.75809536,Low,Cloudy,Residential,4,0,FALSE,Head-on,Road Condition,TRUE,Y-junction,Rural,No lighting,100,3800,Below 18,Female,23,16,Minor,Monsoon,Night,FALSE,TRUE,Motorcycle,2,http://trafficdata.pune.example
A-0483,11-06-2024,09:11:53,18.5212449,73.80589327,Severe,Clear,Local Road,5,4,FALSE,Rollover,Speeding,FALSE,No Intersection,Urban,Dimly-lit,100,1747,Above 60,Female,8,15,Minor,Winter,Day,FALSE,FALSE,Motorcycle,7,http://trafficdata.pune.example
A-0484,04-07-2024,04:01:10,18.50112594,73.82960838,Moderate,Stormy,Local Road,4,3,FALSE,Rear-end,Distracted Driving,TRUE,Crosswalk,Urban,Well-lit,50,1124,Below 18,Female,49,6,Minor,Summer,Night,FALSE,TRUE,Pedestrian,17,http://trafficdata.pune.example
A-0485,05-07-2024,06:58:10,18.51471928,73.86911715,Low,Rainy,Expressway,1,2,TRUE,Rollover,Speeding,FALSE,No Intersection,Urban,Well-lit,100,3756,40-60,Female,43,23,Minor,Summer,Night,FALSE,TRUE,Truck,17,http://trafficdata.pune.example
A-0486,19-01-2024,03:19:04,18.60334847,73.92384755,Low,Rainy,Residential,1,4,FALSE,Rear-end,Road Condition,TRUE,No Intersection,Urban,Well-lit,70,3851,Above 60,Female,9,9,Major,Summer,Night,FALSE,FALSE,Motorcycle,19,http://trafficdata.pune.example
A-0487,14-10-2024,21:56:37,18.61857423,73.82333856,Low,Clear,Intersection,2,0,TRUE,Head-on,Speeding,FALSE,No Intersection,Rural,Dimly-lit,40,1658,25-40,Female,8,13,Major,Summer,Night,FALSE,FALSE,Pedestrian,2,http://trafficdata.pune.example
A-0488,29-03-2024,10:33:34,18.49644827,73.94075874,Low,Rainy,Highway,2,3,FALSE,Rear-end,Drunk Driving,FALSE,Crosswalk,Rural,No lighting,80,2705,25-40,Female,47,13,Minor,Monsoon,Night,FALSE,FALSE,Bus,3,http://trafficdata.pune.example
A-0489,26-01-2024,11:49:01,18.51048261,73.94660881,Moderate,Cloudy,Expressway,1,1,FALSE,Rollover,Speeding,FALSE,No Intersection,Urban,No lighting,30,3710,25-40,Female,17,21,Minor,Summer,Day,FALSE,FALSE,Bicycle,7,http://trafficdata.pune.example
A-0490,19-04-2024,05:02:49,18.47148923,73.86483866,Severe,Cloudy,Expressway,3,1,FALSE,Rollover,Weather Conditions,TRUE,Crosswalk,Urban,No lighting,70,4070,25-40,Male,33,29,Minor,Summer,Day,FALSE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-0491,28-11-2024,05:13:44,18.64566579,73.92933314,Severe,Clear,Expressway,1,4,FALSE,Side-impact,Drunk Driving,FALSE,Roundabout,Urban,Well-lit,50,4939,Below 18,Female,42,8,Minor,Monsoon,Day,FALSE,FALSE,Car,6,http://trafficdata.pune.example
A-0492,21-08-2024,22:45:05,18.51651915,73.94428596,Moderate,Cloudy,Highway,5,4,FALSE,Side-impact,Drunk Driving,FALSE,T-junction,Urban,Well-lit,70,3466,40-60,Male,55,28,Major,Winter,Day,FALSE,FALSE,Bus,8,http://trafficdata.pune.example
A-0493,31-10-2024,04:39:23,18.53475512,73.75497915,Low,Rainy,Residential,2,3,FALSE,Side-impact,Speeding,FALSE,No Intersection,Urban,Well-lit,30,3266,40-60,Male,5,22,Minor,Summer,Day,TRUE,FALSE,Truck,18,http://trafficdata.pune.example
A-0494,30-10-2024,23:12:30,18.58575758,73.83511588,Moderate,Stormy,Intersection,4,1,FALSE,Side-impact,Drunk Driving,TRUE,Y-junction,Rural,Dimly-lit,40,1551,25-40,Male,36,4,Minor,Summer,Day,FALSE,TRUE,Bus,15,http://trafficdata.pune.example
A-0495,16-05-2024,05:31:38,18.46801845,73.82049978,Low,Rainy,Intersection,1,1,FALSE,Rear-end,Distracted Driving,FALSE,Crosswalk,Rural,Dimly-lit,80,3153,Below 18,Male,16,26,Minor,Winter,Day,FALSE,FALSE,Car,17,http://trafficdata.pune.example
A-0496,20-04-2024,21:01:32,18.49847941,73.80365084,Severe,Stormy,Local Road,5,0,FALSE,Side-impact,Road Condition,FALSE,Crosswalk,Urban,No lighting,100,1878,40-60,Male,34,13,Minor,Monsoon,Night,FALSE,FALSE,Car,10,http://trafficdata.pune.example
A-0497,12-12-2024,16:33:43,18.54950846,73.90140357,Low,Stormy,Local Road,5,0,FALSE,Rear-end,Drunk Driving,FALSE,Y-junction,Urban,No lighting,30,2565,18-25,Male,26,9,Major,Monsoon,Day,TRUE,FALSE,Motorcycle,13,http://trafficdata.pune.example
A-0498,19-06-2024,12:15:50,18.62501964,73.88808683,Moderate,Clear,Expressway,3,4,TRUE,Rollover,Drunk Driving,TRUE,Y-junction,Urban,No lighting,50,4591,40-60,Male,35,1,Minor,Summer,Day,TRUE,FALSE,Motorcycle,4,http://trafficdata.pune.example
A-0499,19-03-2024,15:33:51,18.52282007,73.79019952,Low,Cloudy,Expressway,1,2,FALSE,Rear-end,Road Condition,TRUE,No Intersection,Rural,Well-lit,50,1895,Above 60,Female,22,20,Minor,Monsoon,Night,TRUE,FALSE,Motorcycle,3,http://trafficdata.pune.example
A-0500,30-01-2024,09:37:41,18.61887358,73.82154082,Low,Foggy,Highway,2,3,FALSE,Side-impact,Distracted Driving,TRUE,Y-junction,Urban,Well-lit,80,3919,40-60,Male,58,22,Fatal,Monsoon,Day,FALSE,TRUE,Truck,9,http://trafficdata.pune.example
A-0501,09-07-2024,19:35:53,18.48735529,73.90878628,Moderate,Cloudy,Expressway,3,1,FALSE,Side-impact,Weather Conditions,FALSE,Y-junction,Urban,Well-lit,60,2595,40-60,Male,57,24,Minor,Summer,Day,FALSE,TRUE,Truck,8,http://trafficdata.pune.example
A-0502,27-10-2024,05:34:37,18.56332419,73.86541339,Low,Foggy,Residential,4,1,FALSE,Side-impact,Distracted Driving,TRUE,Roundabout,Rural,Well-lit,60,2665,18-25,Female,52,29,Minor,Winter,Night,FALSE,FALSE,Motorcycle,0,http://trafficdata.pune.example
A-0503,07-01-2024,16:54:13,18.62488431,73.91307811,Moderate,Cloudy,Residential,2,2,FALSE,Rollover,Drunk Driving,FALSE,No Intersection,Rural,Well-lit,40,3243,18-25,Male,40,25,Fatal,Monsoon,Day,FALSE,FALSE,Pedestrian,9,http://trafficdata.pune.example
A-0504,04-04-2024,12:45:30,18.62142795,73.91964864,Low,Foggy,Expressway,2,3,FALSE,Head-on,Drunk Driving,TRUE,T-junction,Urban,Well-lit,60,1555,Below 18,Male,43,4,Major,Monsoon,Day,FALSE,TRUE,Car,13,http://trafficdata.pune.example
A-0505,27-03-2024,02:36:47,18.49820273,73.76742918,Low,Cloudy,Residential,3,3,FALSE,Rear-end,Distracted Driving,FALSE,Crosswalk,Rural,Dimly-lit,50,4242,18-25,Other,7,5,Minor,Winter,Day,FALSE,FALSE,Truck,17,http://trafficdata.pune.example
A-0506,22-12-2024,17:29:20,18.56210797,73.88235871,Moderate,Stormy,Residential,2,0,FALSE,Head-on,Weather Conditions,FALSE,Roundabout,Rural,Well-lit,80,3302,18-25,Male,52,27,Minor,Winter,Night,FALSE,TRUE,Bus,1,http://trafficdata.pune.example
A-0507,01-12-2024,20:18:23,18.5356029,73.87256494,Low,Stormy,Expressway,4,0,FALSE,Head-on,Speeding,FALSE,Roundabout,Rural,Dimly-lit,70,4986,40-60,Female,33,1,Major,Summer,Day,FALSE,FALSE,Car,8,http://trafficdata.pune.example
A-0508,08-06-2024,16:31:10,18.54909089,73.9321303,Low,Clear,Highway,2,2,FALSE,Head-on,Weather Conditions,FALSE,Crosswalk,Rural,Well-lit,70,4923,18-25,Male,26,10,Minor,Monsoon,Day,FALSE,FALSE,Motorcycle,19,http://trafficdata.pune.example
A-0509,04-04-2024,05:44:02,18.49702363,73.82038395,Low,Cloudy,Residential,5,2,FALSE,Rear-end,Road Condition,TRUE,Crosswalk,Rural,Well-lit,40,3679,40-60,Male,24,15,Minor,Summer,Day,FALSE,TRUE,Bicycle,2,http://trafficdata.pune.example
A-0510,30-05-2024,21:29:26,18.48372641,73.9476809,Low,Stormy,Residential,4,0,FALSE,Head-on,Distracted Driving,TRUE,No Intersection,Urban,Dimly-lit,70,2702,Above 60,Male,12,6,Minor,Winter,Day,FALSE,FALSE,Motorcycle,17,http://trafficdata.pune.example
A-0511,12-06-2024,04:41:07,18.5625483,73.92969174,Low,Stormy,Expressway,1,4,FALSE,Head-on,Road Condition,FALSE,Y-junction,Rural,Dimly-lit,50,2703,Below 18,Male,17,13,Minor,Monsoon,Day,TRUE,FALSE,Car,14,http://trafficdata.pune.example
A-0512,04-01-2024,06:16:15,18.60532275,73.85343981,Severe,Clear,Residential,4,2,FALSE,Pedestrian,Distracted Driving,FALSE,Roundabout,Urban,Dimly-lit,100,3526,Above 60,Male,22,21,Major,Summer,Night,FALSE,TRUE,Motorcycle,1,http://trafficdata.pune.example
A-0513,19-10-2024,11:07:46,18.50687727,73.8121563,Low,Clear,Highway,1,0,FALSE,Pedestrian,Distracted Driving,FALSE,Crosswalk,Rural,Dimly-lit,50,3932,18-25,Male,38,17,Minor,Monsoon,Night,FALSE,FALSE,Truck,6,http://trafficdata.pune.example
A-0514,16-06-2024,20:10:21,18.52289473,73.90421398,Moderate,Rainy,Expressway,1,3,FALSE,Head-on,Road Condition,FALSE,No Intersection,Urban,Dimly-lit,50,1397,Below 18,Male,45,27,Minor,Summer,Night,FALSE,FALSE,Truck,3,http://trafficdata.pune.example
A-0515,15-03-2024,20:33:19,18.60411788,73.78640017,Moderate,Foggy,Residential,5,3,FALSE,Pedestrian,Drunk Driving,FALSE,Crosswalk,Rural,Well-lit,100,2988,Above 60,Male,41,5,Minor,Summer,Day,FALSE,FALSE,Car,8,http://trafficdata.pune.example
A-0516,08-12-2024,12:14:28,18.53541793,73.80495523,Severe,Rainy,Residential,2,4,FALSE,Rollover,Road Condition,FALSE,Crosswalk,Urban,Well-lit,30,4461,40-60,Male,19,14,Major,Summer,Night,TRUE,FALSE,Bus,19,http://trafficdata.pune.example
A-0517,02-01-2024,11:41:27,18.57637529,73.83059976,Low,Foggy,Residential,2,4,FALSE,Head-on,Distracted Driving,TRUE,Roundabout,Urban,Well-lit,40,1053,Above 60,Male,10,21,Minor,Summer,Night,FALSE,FALSE,Motorcycle,17,http://trafficdata.pune.example
A-0518,17-09-2024,17:27:15,18.47300639,73.81670936,Moderate,Cloudy,Highway,1,0,FALSE,Side-impact,Drunk Driving,TRUE,Y-junction,Urban,No lighting,100,2343,Below 18,Female,16,20,Fatal,Winter,Day,FALSE,FALSE,Pedestrian,2,http://trafficdata.pune.example
A-0519,30-09-2024,23:19:04,18.55516874,73.85829211,Moderate,Cloudy,Intersection,4,4,FALSE,Side-impact,Road Condition,FALSE,Roundabout,Rural,No lighting,100,4333,18-25,Male,42,29,Minor,Winter,Day,FALSE,FALSE,Pedestrian,15,http://trafficdata.pune.example
A-0520,15-07-2024,17:46:03,18.59364,73.85423903,Severe,Cloudy,Local Road,5,4,FALSE,Rear-end,Distracted Driving,TRUE,Roundabout,Urban,No lighting,100,2159,18-25,Other,9,11,Major,Winter,Day,FALSE,FALSE,Truck,7,http://trafficdata.pune.example
A-0521,18-05-2024,16:15:34,18.58476434,73.86674553,Severe,Clear,Intersection,2,0,FALSE,Pedestrian,Drunk Driving,FALSE,Crosswalk,Urban,Dimly-lit,60,1422,25-40,Male,33,1,Minor,Winter,Night,FALSE,TRUE,Car,2,http://trafficdata.pune.example
A-0522,12-07-2024,17:46:20,18.53859518,73.94029083,Low,Foggy,Local Road,2,1,FALSE,Side-impact,Road Condition,FALSE,Roundabout,Urban,Well-lit,50,1343,Below 18,Male,16,26,Minor,Monsoon,Day,FALSE,TRUE,Motorcycle,15,http://trafficdata.pune.example
A-0523,18-12-2024,13:56:33,18.5953916,73.83645833,Moderate,Rainy,Expressway,2,1,FALSE,Side-impact,Drunk Driving,TRUE,Y-junction,Urban,Dimly-lit,40,2849,Above 60,Male,51,16,Major,Winter,Night,FALSE,TRUE,Car,19,http://trafficdata.pune.example
A-0524,29-07-2024,18:23:04,18.4922412,73.93780384,Moderate,Rainy,Intersection,3,2,FALSE,Rollover,Speeding,FALSE,T-junction,Rural,No lighting,60,3963,40-60,Male,16,9,Minor,Winter,Night,FALSE,FALSE,Motorcycle,5,http://trafficdata.pune.example
A-0525,01-04-2024,17:53:17,18.53991367,73.85794008,Low,Rainy,Highway,2,1,FALSE,Pedestrian,Speeding,TRUE,Crosswalk,Rural,Well-lit,80,1263,25-40,Male,50,25,Major,Monsoon,Day,TRUE,FALSE,Car,0,http://trafficdata.pune.example
A-0526,28-08-2024,13:08:48,18.48001817,73.85416961,Low,Foggy,Highway,1,4,FALSE,Rollover,Speeding,FALSE,No Intersection,Urban,No lighting,30,3490,25-40,Male,52,10,Minor,Summer,Day,FALSE,FALSE,Bicycle,5,http://trafficdata.pune.example
A-0527,03-12-2024,14:11:34,18.4948377,73.77538942,Severe,Cloudy,Expressway,5,2,FALSE,Head-on,Distracted Driving,FALSE,Roundabout,Urban,No lighting,100,1524,40-60,Male,52,15,Minor,Summer,Day,FALSE,FALSE,Bicycle,6,http://trafficdata.pune.example
A-0528,14-05-2024,09:57:48,18.4672592,73.87840816,Low,Cloudy,Intersection,1,0,FALSE,Rollover,Road Condition,FALSE,No Intersection,Rural,Well-lit,40,4014,25-40,Male,53,22,Major,Winter,Night,FALSE,TRUE,Car,2,http://trafficdata.pune.example
A-0529,11-12-2024,21:06:23,18.59424659,73.85738976,Moderate,Stormy,Residential,5,3,FALSE,Pedestrian,Speeding,FALSE,T-junction,Rural,Dimly-lit,60,2643,Above 60,Female,46,6,Minor,Winter,Day,FALSE,TRUE,Truck,16,http://trafficdata.pune.example
A-0530,12-01-2024,08:34:05,18.52585234,73.8755759,Moderate,Stormy,Expressway,2,1,FALSE,Pedestrian,Speeding,FALSE,Roundabout,Urban,Well-lit,100,4184,40-60,Female,10,18,Minor,Summer,Night,FALSE,FALSE,Car,6,http://trafficdata.pune.example
A-0531,02-12-2024,22:46:48,18.59333674,73.77340748,Low,Stormy,Residential,1,2,FALSE,Side-impact,Weather Conditions,TRUE,No Intersection,Rural,No lighting,40,3327,Below 18,Male,16,26,Minor,Summer,Day,FALSE,FALSE,Bicycle,18,http://trafficdata.pune.example
A-0532,01-04-2024,10:03:37,18.47905457,73.86537997,Low,Clear,Expressway,2,4,FALSE,Side-impact,Weather Conditions,TRUE,Y-junction,Urban,Dimly-lit,70,1734,25-40,Female,22,8,Minor,Summer,Night,FALSE,TRUE,Car,12,http://trafficdata.pune.example
A-0533,19-06-2024,12:35:48,18.54681263,73.76664257,Moderate,Stormy,Highway,3,1,TRUE,Side-impact,Speeding,FALSE,Crosswalk,Urban,No lighting,80,1683,Above 60,Male,44,20,Major,Monsoon,Night,TRUE,FALSE,Truck,3,http://trafficdata.pune.example
A-0534,23-04-2024,05:24:50,18.63737399,73.9184735,Moderate,Clear,Intersection,3,2,FALSE,Side-impact,Weather Conditions,FALSE,Crosswalk,Rural,No lighting,30,2107,25-40,Female,24,15,Minor,Monsoon,Day,FALSE,TRUE,Truck,18,http://trafficdata.pune.example
A-0535,19-09-2024,12:19:40,18.51163541,73.75921218,Severe,Foggy,Expressway,5,0,FALSE,Head-on,Road Condition,FALSE,Y-junction,Urban,No lighting,40,2403,18-25,Male,26,19,Minor,Summer,Day,FALSE,FALSE,Bicycle,15,http://trafficdata.pune.example
A-0536,24-01-2024,17:58:05,18.58260481,73.94428008,Low,Stormy,Local Road,1,1,FALSE,Rear-end,Speeding,TRUE,Roundabout,Urban,Well-lit,70,2906,Above 60,Male,31,1,Major,Summer,Day,FALSE,FALSE,Bicycle,6,http://trafficdata.pune.example
A-0537,24-07-2024,05:43:25,18.51783916,73.78505371,Moderate,Cloudy,Intersection,1,4,FALSE,Rollover,Drunk Driving,FALSE,T-junction,Urban,Dimly-lit,40,4896,40-60,Male,24,12,Major,Winter,Day,FALSE,FALSE,Bus,17,http://trafficdata.pune.example
A-0538,03-07-2024,21:01:14,18.50623912,73.92778958,Low,Cloudy,Expressway,2,2,FALSE,Rear-end,Road Condition,FALSE,Y-junction,Urban,No lighting,30,2960,18-25,Female,17,18,Minor,Winter,Day,FALSE,TRUE,Motorcycle,12,http://trafficdata.pune.example
A-0539,06-01-2024,12:57:59,18.47048204,73.79038343,Moderate,Stormy,Expressway,5,4,FALSE,Pedestrian,Speeding,FALSE,No Intersection,Rural,Dimly-lit,80,3391,Below 18,Male,59,29,Minor,Winter,Night,FALSE,FALSE,Pedestrian,9,http://trafficdata.pune.example
A-0540,17-05-2024,22:35:22,18.52854164,73.86661311,Low,Foggy,Local Road,1,3,FALSE,Side-impact,Drunk Driving,FALSE,Y-junction,Urban,Well-lit,40,3554,40-60,Male,55,3,Minor,Winter,Night,FALSE,FALSE,Bicycle,0,http://trafficdata.pune.example
A-0541,08-03-2024,15:48:47,18.59581115,73.80817925,Low,Stormy,Highway,2,4,FALSE,Rollover,Distracted Driving,FALSE,Y-junction,Urban,No lighting,30,1658,40-60,Female,12,29,Minor,Summer,Night,FALSE,FALSE,Pedestrian,15,http://trafficdata.pune.example
A-0542,10-10-2024,09:52:14,18.5531398,73.75691598,Severe,Cloudy,Expressway,1,1,FALSE,Rear-end,Drunk Driving,FALSE,No Intersection,Rural,No lighting,50,3319,18-25,Other,8,2,Minor,Winter,Day,FALSE,FALSE,Bus,2,http://trafficdata.pune.example
A-0543,01-05-2024,06:52:05,18.63101711,73.89582192,Moderate,Clear,Expressway,5,2,FALSE,Rear-end,Distracted Driving,FALSE,Roundabout,Urban,Well-lit,60,1808,18-25,Female,5,4,Minor,Winter,Day,TRUE,FALSE,Motorcycle,15,http://trafficdata.pune.example
A-0544,13-08-2024,13:10:27,18.61323771,73.77721163,Low,Rainy,Expressway,3,4,FALSE,Pedestrian,Speeding,FALSE,Roundabout,Rural,No lighting,60,3013,Above 60,Female,40,6,Minor,Monsoon,Day,FALSE,FALSE,Bus,9,http://trafficdata.pune.example
A-0545,24-11-2024,13:37:51,18.5569114,73.90432296,Moderate,Rainy,Expressway,4,3,FALSE,Pedestrian,Drunk Driving,FALSE,Roundabout,Urban,Dimly-lit,60,4205,Below 18,Other,56,25,Minor,Summer,Day,FALSE,FALSE,Motorcycle,13,http://trafficdata.pune.example
A-0546,20-07-2024,06:57:11,18.58011551,73.78899767,Moderate,Cloudy,Residential,4,1,FALSE,Side-impact,Distracted Driving,FALSE,Roundabout,Urban,No lighting,70,3153,18-25,Female,39,11,Minor,Winter,Day,FALSE,FALSE,Bicycle,15,http://trafficdata.pune.example
A-0547,06-06-2024,04:50:18,18.49239277,73.85857333,Low,Stormy,Local Road,1,4,FALSE,Rear-end,Weather Conditions,FALSE,Y-junction,Urban,No lighting,30,3813,40-60,Male,59,23,Minor,Winter,Night,FALSE,FALSE,Bicycle,6,http://trafficdata.pune.example
A-0548,02-11-2024,02:16:30,18.59528085,73.78209596,Low,Clear,Highway,3,2,FALSE,Pedestrian,Road Condition,FALSE,Roundabout,Urban,No lighting,60,1155,18-25,Female,32,12,Minor,Monsoon,Day,FALSE,TRUE,Bicycle,19,http://trafficdata.pune.example
A-0549,01-03-2024,15:09:53,18.49791689,73.84158849,Low,Cloudy,Highway,4,1,FALSE,Head-on,Weather Conditions,TRUE,Crosswalk,Urban,Well-lit,100,1257,Below 18,Male,47,18,Minor,Summer,Day,FALSE,FALSE,Car,17,http://trafficdata.pune.example
A-0550,02-01-2024,05:46:20,18.6038016,73.93570681,Severe,Foggy,Highway,1,4,FALSE,Rollover,Distracted Driving,FALSE,Roundabout,Urban,Dimly-lit,80,1240,Below 18,Male,12,3,Minor,Winter,Night,FALSE,FALSE,Motorcycle,16,http://trafficdata.pune.example
A-0551,14-04-2024,23:16:38,18.5259402,73.78404119,Moderate,Foggy,Intersection,5,0,FALSE,Side-impact,Speeding,FALSE,T-junction,Urban,Well-lit,70,2480,25-40,Female,31,8,Minor,Monsoon,Day,FALSE,FALSE,Pedestrian,18,http://trafficdata.pune.example
A-0552,25-08-2024,09:39:11,18.48730228,73.92160257,Low,Clear,Residential,5,2,FALSE,Side-impact,Road Condition,FALSE,Y-junction,Rural,No lighting,100,2834,40-60,Female,45,1,Major,Summer,Day,FALSE,FALSE,Bus,6,http://trafficdata.pune.example
A-0553,21-06-2024,10:20:09,18.59616728,73.86132607,Low,Clear,Highway,3,3,FALSE,Pedestrian,Drunk Driving,TRUE,Crosswalk,Urban,Well-lit,50,3284,25-40,Female,30,14,Major,Summer,Night,FALSE,TRUE,Pedestrian,1,http://trafficdata.pune.example
A-0554,17-11-2024,23:25:45,18.52227405,73.85256006,Low,Stormy,Residential,5,3,TRUE,Side-impact,Speeding,TRUE,Y-junction,Urban,No lighting,100,1063,25-40,Female,24,11,Minor,Summer,Night,FALSE,FALSE,Pedestrian,3,http://trafficdata.pune.example
A-0555,18-02-2024,17:19:35,18.64690104,73.92744569,Low,Cloudy,Highway,4,0,FALSE,Rollover,Speeding,FALSE,Crosswalk,Urban,No lighting,40,2775,Above 60,Female,22,14,Minor,Monsoon,Day,FALSE,FALSE,Bus,18,http://trafficdata.pune.example
A-0556,03-11-2024,07:00:34,18.48746719,73.76434132,Severe,Clear,Local Road,4,0,FALSE,Side-impact,Speeding,FALSE,Y-junction,Urban,No lighting,60,1010,18-25,Male,22,20,Major,Summer,Day,FALSE,FALSE,Bus,4,http://trafficdata.pune.example
A-0557,11-08-2024,20:37:45,18.620814,73.77172911,Low,Stormy,Local Road,5,4,FALSE,Side-impact,Distracted Driving,FALSE,No Intersection,Urban,Well-lit,40,2613,Below 18,Female,18,10,Minor,Summer,Day,TRUE,FALSE,Motorcycle,2,http://trafficdata.pune.example
A-0558,22-05-2024,00:30:00,18.59119105,73.90969561,Low,Clear,Residential,4,2,FALSE,Head-on,Distracted Driving,FALSE,Y-junction,Urban,Well-lit,60,3718,25-40,Male,44,21,Major,Winter,Day,FALSE,FALSE,Car,2,http://trafficdata.pune.example
A-0559,03-06-2024,04:05:57,18.52009459,73.77042346,Severe,Clear,Intersection,4,4,FALSE,Side-impact,Speeding,TRUE,T-junction,Urban,Dimly-lit,50,4422,Below 18,Female,38,24,Minor,Winter,Day,FALSE,TRUE,Motorcycle,12,http://trafficdata.pune.example
A-0560,03-06-2024,19:07:12,18.5607991,73.84454207,Severe,Rainy,Expressway,5,4,FALSE,Side-impact,Drunk Driving,FALSE,Y-junction,Urban,Dimly-lit,50,3314,40-60,Male,42,25,Minor,Winter,Night,FALSE,FALSE,Pedestrian,6,http://trafficdata.pune.example
A-0561,07-10-2024,14:44:22,18.54474562,73.87696436,Low,Cloudy,Residential,2,4,FALSE,Rear-end,Distracted Driving,FALSE,Crosswalk,Rural,Dimly-lit,30,4789,40-60,Male,40,14,Major,Summer,Day,FALSE,FALSE,Motorcycle,13,http://trafficdata.pune.example
A-0562,25-10-2024,21:02:21,18.62599175,73.91341231,Severe,Rainy,Expressway,1,4,FALSE,Rollover,Weather Conditions,FALSE,Crosswalk,Urban,No lighting,80,2240,Above 60,Female,9,6,Minor,Winter,Day,FALSE,TRUE,Truck,18,http://trafficdata.pune.example
A-0563,15-09-2024,10:53:46,18.55347662,73.87938027,Moderate,Stormy,Residential,3,3,FALSE,Head-on,Distracted Driving,FALSE,No Intersection,Urban,Dimly-lit,80,4327,18-25,Female,15,19,Minor,Monsoon,Day,FALSE,FALSE,Bicycle,19,http://trafficdata.pune.example
A-0564,20-05-2024,22:53:25,18.45120523,73.89818557,Low,Stormy,Expressway,3,3,FALSE,Rollover,Road Condition,TRUE,Y-junction,Urban,Dimly-lit,40,1137,40-60,Male,33,28,Major,Monsoon,Night,FALSE,FALSE,Bicycle,2,http://trafficdata.pune.example
A-0565,24-05-2024,05:23:00,18.60233433,73.7912897,Low,Stormy,Local Road,5,0,FALSE,Side-impact,Drunk Driving,TRUE,No Intersection,Rural,No lighting,100,4194,40-60,Male,25,7,Minor,Winter,Day,FALSE,FALSE,Motorcycle,10,http://trafficdata.pune.example
A-0566,23-05-2024,16:17:17,18.58182766,73.91004125,Low,Stormy,Expressway,4,2,FALSE,Head-on,Weather Conditions,FALSE,Crosswalk,Urban,Well-lit,100,3162,40-60,Female,24,20,Minor,Monsoon,Day,FALSE,TRUE,Truck,19,http://trafficdata.pune.example
A-0567,24-06-2024,12:36:36,18.4503136,73.94422989,Low,Clear,Local Road,5,4,FALSE,Head-on,Road Condition,FALSE,Crosswalk,Rural,No lighting,60,2194,25-40,Male,34,21,Minor,Summer,Night,FALSE,FALSE,Truck,6,http://trafficdata.pune.example
A-0568,13-10-2024,07:47:34,18.51973922,73.93388273,Moderate,Stormy,Intersection,4,2,FALSE,Rear-end,Speeding,FALSE,Crosswalk,Rural,Dimly-lit,70,2556,40-60,Male,21,15,Minor,Winter,Day,FALSE,FALSE,Pedestrian,17,http://trafficdata.pune.example
A-0569,19-01-2024,16:17:45,18.60445796,73.89789851,Low,Foggy,Expressway,1,4,FALSE,Pedestrian,Speeding,TRUE,Y-junction,Rural,No lighting,70,1352,Above 60,Male,44,21,Fatal,Summer,Day,FALSE,FALSE,Bus,13,http://trafficdata.pune.example
